372,2033
372,2046
372,2050
372,2088
372,2107
372,2117
372,2147
372,2158
372,2190
785,2007
785,2016
785,2019
785,2024
785,2028
785,2079
785,2097
785,2100
785,2102
785,2146
785,2158
785,2164
785,2175
785,2187
1272,2035
1272,2051
1272,2053
1272,2071
1272,2073
1272,2092
1272,2095
1272,2096
1272,2127
1272,2130
1272,2160
1272,2179
1272,2197
1620,2010
1620,2013
1620,2014
1620,2035
1620,2048
1620,2073
1620,2133
1620,2145
1620,2150
1620,2151
1620,2164
1620,2171
184,2013
184,2019
184,2021
184,2074
184,2105
184,2106
184,2150
184,2151
184,2153
184,2157
184,2167
184,2172
1208,2015
1208,2026
1208,2027
1208,2085
1208,2091
1208,2116
1208,2123
1208,2146
1208,2150
1208,2153
1208,2172
1208,2175
1208,2190
1208,2193
1208,2198
1415,2003
1415,2035
1415,2077
1415,2085
1415,2112
1415,2119
1415,2122
1415,2139
1415,2194
1415,2195
362,2006
362,2011
362,2033
362,2069
362,2081
362,2084
362,2090
362,2099
362,2117
362,2118
362,2124
362,2152
362,2154
362,2156
362,2177
362,2180
362,2198
774,2010
774,2030
774,2031
774,2037
774,2063
774,2076
774,2082
774,2083
774,2107
774,2111
774,2159
774,2199
140,2002
140,2084
140,2096
140,2104
140,2114
140,2130
140,2144
140,2158
140,2200
862,2015
862,2049
862,2052
862,2091
862,2095
862,2107
862,2110
862,2128
862,2155
862,2157
862,2178
862,2189
862,2196
1402,2017
1402,2033
1402,2034
1402,2075
1402,2108
1402,2131
1402,2162
1746,2008
1746,2010
1746,2044
1746,2049
1746,2058
1746,2060
1746,2079
1746,2089
1746,2091
1746,2121
1746,2189
1746,2190
530,2002
530,2007
530,2008
530,2056
530,2081
530,2082
530,2087
530,2099
530,2108
530,2124
530,2142
248,2001
248,2061
248,2068
248,2071
248,2099
248,2107
248,2111
248,2142
248,2154
248,2193
248,2195
199,2021
199,2060
199,2072
199,2085
199,2094
199,2096
199,2194
199,2195
199,2200
1784,2006
1784,2018
1784,2019
1784,2033
1784,2036
1784,2040
1784,2063
1784,2065
1784,2070
1784,2094
1784,2126
1784,2132
1784,2136
1784,2143
1781,2009
1781,2012
1781,2035
1781,2046
1781,2060
1781,2126
1781,2148
1781,2149
1781,2155
1781,2164
1781,2179
1781,2196
57,2050
57,2059
57,2061
57,2064
57,2082
57,2083
57,2088
57,2092
57,2121
57,2133
57,2135
57,2147
57,2154
57,2161
57,2164
57,2165
57,2185
57,2200
9,2014
9,2017
9,2041
9,2047
9,2085
9,2104
9,2111
9,2129
9,2147
9,2176
9,2182
9,2199
4,2015
4,2021
4,2024
4,2025
4,2043
4,2065
4,2082
4,2105
4,2116
4,2132
4,2155
4,2197
4,2198
1580,2060
1580,2092
1580,2096
1580,2107
1580,2116
1580,2126
1580,2163
1580,2167
1580,2178
1386,2017
1386,2022
1386,2038
1386,2039
1386,2041
1386,2042
1386,2046
1386,2056
1386,2066
1386,2091
1386,2105
1386,2110
1386,2111
1386,2118
1386,2122
1386,2137
1386,2177
1386,2191
1386,2197
547,2004
547,2013
547,2038
547,2042
547,2053
547,2054
547,2082
547,2098
547,2102
547,2136
547,2172
547,2176
291,2030
291,2034
291,2056
291,2063
291,2069
291,2124
291,2147
291,2154
1635,2004
1635,2007
1635,2025
1635,2049
1635,2089
1635,2092
1635,2097
1635,2099
1635,2105
1635,2113
1635,2118
1635,2124
1635,2133
1635,2144
1635,2154
1635,2181
1635,2187
1635,2189
1635,2193
192,2023
192,2056
192,2063
192,2071
192,2087
192,2112
192,2117
192,2139
192,2168
192,2193
1481,2004
1481,2015
1481,2069
1481,2081
1481,2131
1481,2151
1481,2152
1481,2158
1481,2183
213,2020
213,2047
213,2059
213,2073
213,2078
213,2085
213,2099
213,2112
213,2114
213,2190
1886,2020
1886,2027
1886,2031
1886,2039
1886,2063
1886,2102
1886,2104
1886,2137
1886,2144
1886,2165
1886,2168
1886,2196
1238,2006
1238,2018
1238,2032
1238,2035
1238,2063
1238,2073
1238,2086
1238,2101
1238,2110
1238,2140
1238,2145
1238,2147
578,2008
578,2010
578,2022
578,2037
578,2054
578,2071
578,2080
578,2083
578,2086
578,2094
578,2100
578,2104
578,2123
578,2148
578,2149
578,2160
578,2164
578,2184
1930,2004
1930,2021
1930,2048
1930,2050
1930,2053
1930,2070
1930,2075
1930,2104
1930,2118
1930,2127
1930,2150
1930,2168
1930,2174
1930,2177
1930,2191
1642,2015
1642,2021
1642,2079
1642,2096
1642,2115
1642,2117
1642,2130
1642,2132
1642,2138
1642,2188
285,2093
285,2113
285,2125
285,2164
285,2188
459,2023
459,2035
459,2036
459,2039
459,2047
459,2063
459,2071
459,2116
459,2136
459,2148
459,2163
459,2174
459,2183
459,2198
759,2016
759,2027
759,2030
759,2054
759,2064
759,2076
759,2085
759,2096
759,2119
759,2161
759,2169
759,2177
759,2190
759,2191
219,2036
219,2061
219,2088
219,2096
219,2139
219,2145
219,2159
219,2160
219,2172
219,2173
219,2177
219,2179
219,2194
455,2010
455,2043
455,2047
455,2059
455,2081
455,2084
455,2115
455,2119
455,2133
455,2150
455,2174
455,2187
1197,2005
1197,2014
1197,2025
1197,2039
1197,2055
1197,2080
1197,2137
1197,2168
1197,2172
1197,2175
1197,2187
1197,2193
1197,2200
1246,2012
1246,2030
1246,2041
1246,2067
1246,2079
1246,2081
1246,2086
1246,2102
1246,2107
1246,2143
1246,2144
1246,2146
1246,2162
1246,2170
1246,2176
1246,2196
454,2006
454,2027
454,2066
454,2077
454,2086
454,2116
454,2154
454,2170
254,2028
254,2041
254,2042
254,2077
254,2090
254,2092
254,2115
254,2133
254,2178
254,2198
1668,2024
1668,2030
1668,2045
1668,2061
1668,2064
1668,2124
1750,2005
1750,2027
1750,2049
1750,2063
1750,2075
1750,2090
1750,2092
1750,2113
1750,2122
1750,2132
1750,2161
1750,2162
1750,2176
1750,2200
915,2013
915,2016
915,2021
915,2036
915,2038
915,2072
915,2077
915,2093
915,2094
915,2124
915,2131
915,2163
951,2004
951,2012
951,2020
951,2023
951,2063
951,2068
